Test_Number,Testing_Type,A/S,Test(META???),Location_Type,Test_Location,??,EMA#1,EMA#2,EMAW,EMAS,EMAP,WABL,WABLM,RAWL,RAWLM,KEN,RANGE,Value
3074,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X160M4F2,ABW_LP_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3075,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X161M4F2,ABW_LP_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3076,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,1024X128M8F2,AB_HS_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3077,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3078,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X320M4F8,ABGRTW_HS_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3079,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,32768X8M16F8,AB_HS_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3080,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3081,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X60M16F2,ABR_LP_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3082,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_timing,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3083,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_timing,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3084,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,256X160M2F2,AB_HS_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3085,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X8M2F4,ABT_HS_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3086,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X160M4F2,ABW_LP_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3087,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X161M4F2,ABW_LP_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3088,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,1024X128M8F2,AB_HS_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3089,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3090,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X320M4F8,ABGRTW_HS_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3091,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,32768X8M16F8,AB_HS_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3092,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3093,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X60M16F2,ABR_LP_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3094,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_timing,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3095,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_timing,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.5400V_vddce_0.5400V_dvdd_1.200V_100.00ns,(P),0
3096,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,256X160M2F2,AB_HS_m22n,A0,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3097,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X8M2F4,ABT_HS_m22n,A0,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3098,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X160M4F2,ABW_LP_m22n,A0,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3099,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X161M4F2,ABW_LP_m22n,A0,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3100,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,1024X128M8F2,AB_HS_m22n,A0,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3101,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_m22n,A0,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3102,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X320M4F8,ABGRTW_HS_m22n,A0,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3103,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,32768X8M16F8,AB_HS_m22n,A0,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3104,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_m22n,A0,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3105,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X60M16F2,ABR_LP_m22n,A0,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3106,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_timing,A0,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3107,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_timing,A0,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3108,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,256X160M2F2,AB_HS_m22n,A1,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3109,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X8M2F4,ABT_HS_m22n,A1,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3110,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X160M4F2,ABW_LP_m22n,A1,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3111,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X161M4F2,ABW_LP_m22n,A1,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3112,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,1024X128M8F2,AB_HS_m22n,A1,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3113,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_m22n,A1,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3114,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X320M4F8,ABGRTW_HS_m22n,A1,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3115,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,32768X8M16F8,AB_HS_m22n,A1,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3116,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_m22n,A1,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3117,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X60M16F2,ABR_LP_m22n,A1,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3118,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_timing,A1,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3119,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_timing,A1,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3120,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,256X160M2F2,AB_HS_m22n,A2,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3121,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X8M2F4,ABT_HS_m22n,A2,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3122,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X160M4F2,ABW_LP_m22n,A2,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3123,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X161M4F2,ABW_LP_m22n,A2,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3124,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,1024X128M8F2,AB_HS_m22n,A2,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3125,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_m22n,A2,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3126,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X320M4F8,ABGRTW_HS_m22n,A2,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3127,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,32768X8M16F8,AB_HS_m22n,A2,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3128,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_m22n,A2,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3129,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X60M16F2,ABR_LP_m22n,A2,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3130,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_timing,A2,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3131,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_timing,A2,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3132,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,256X160M2F2,AB_HS_m22n,A3,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3133,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X8M2F4,ABT_HS_m22n,A3,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3134,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X160M4F2,ABW_LP_m22n,A3,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3135,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X161M4F2,ABW_LP_m22n,A3,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3136,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,1024X128M8F2,AB_HS_m22n,A3,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3137,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_m22n,A3,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3138,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X320M4F8,ABGRTW_HS_m22n,A3,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3139,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,32768X8M16F8,AB_HS_m22n,A3,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3140,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_m22n,A3,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3141,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X60M16F2,ABR_LP_m22n,A3,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3142,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_timing,A3,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3143,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_timing,A3,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3144,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,256X160M2F2,AB_HS_m22n,A4,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3145,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X8M2F4,ABT_HS_m22n,A4,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3146,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X160M4F2,ABW_LP_m22n,A4,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3147,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X161M4F2,ABW_LP_m22n,A4,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3148,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,1024X128M8F2,AB_HS_m22n,A4,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3149,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_m22n,A4,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3150,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X320M4F8,ABGRTW_HS_m22n,A4,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3151,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,32768X8M16F8,AB_HS_m22n,A4,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3152,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_m22n,A4,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3153,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X60M16F2,ABR_LP_m22n,A4,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3154,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_timing,A4,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3155,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_timing,A4,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3156,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,256X160M2F2,AB_HS_m22n,A5,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3157,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X8M2F4,ABT_HS_m22n,A5,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3158,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X160M4F2,ABW_LP_m22n,A5,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3159,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X161M4F2,ABW_LP_m22n,A5,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3160,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,1024X128M8F2,AB_HS_m22n,A5,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3161,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_m22n,A5,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3162,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X320M4F8,ABGRTW_HS_m22n,A5,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3163,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,32768X8M16F8,AB_HS_m22n,A5,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3164,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_m22n,A5,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3165,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X60M16F2,ABR_LP_m22n,A5,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3166,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_timing,A5,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3167,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_timing,A5,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3168,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,256X160M2F2,AB_HS_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3169,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X8M2F4,ABT_HS_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3170,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X160M4F2,ABW_LP_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3171,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X161M4F2,ABW_LP_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3172,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,1024X128M8F2,AB_HS_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3173,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3174,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X320M4F8,ABGRTW_HS_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3175,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,32768X8M16F8,AB_HS_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3176,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3177,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X60M16F2,ABR_LP_m22n,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3178,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_timing,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3179,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_timing,A6,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3180,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,256X160M2F2,AB_HS_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3181,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X8M2F4,ABT_HS_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3182,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X160M4F2,ABW_LP_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3183,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X161M4F2,ABW_LP_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3184,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,1024X128M8F2,AB_HS_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3185,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,512X320M4F2,ABL_HS_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3186,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X320M4F8,ABGRTW_HS_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3187,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,32768X8M16F8,AB_HS_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3188,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,8192X80M16F2,AB_LP_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
3189,tb_mem_yd_ckb,Stnd_R,func_vec,RA1HD,2048X60M16F2,ABR_LP_m22n,A7,B99,A2,A0,0,99,99,99,99,99,vddpe_0.6000V_vddce_0.6000V_dvdd_1.200V_100.00ns,(P),0
